Timestamp,Score,Physio,OptHR,BlinkRate,AU4_Z,AU23_Z,Flags
03:15:05.227,2.98,29.76,59,20,0.33,-1.23,
03:15:05.278,5.5,28.19,59,20,0.6,-1.22,
03:15:05.294,7.66,27.16,59,20,0.78,-1.22,
03:15:05.343,9.58,26.78,59,20,0.85,-1.21,
03:15:05.359,11.27,26.51,59,20,0.89,-1.21,
03:15:05.432,12.71,25.69,59,20,1.05,-1.2,
03:15:05.452,13.95,25.15,59,20,1.16,-1.19,
03:15:05.474,15.03,24.69,59,20,1.25,-1.17,
03:15:05.490,15.96,24.37,59,20,1.31,-1.16,
03:15:05.555,16.81,24.44,59,20,1.28,-1.15,
03:15:05.575,17.76,26.35,59,20,0.87,-1.15,
03:15:05.601,18.82,28.29,60,20,0.52,-1.14,
03:15:05.617,19.91,29.76,60,20,0.27,-1.14,
03:15:05.688,20.95,30.27,60,20,0.19,-1.14,
03:15:05.705,21.91,30.62,60,20,0.14,-1.15,
03:15:05.744,22.64,29.14,60,20,0.38,-1.15,
03:15:05.762,23.19,28.14,60,20,0.55,-1.15,
03:15:05.822,23.6,27.37,60,20,0.69,-1.15,
03:15:05.842,23.91,26.63,60,20,0.8,-1.13,
03:15:05.871,24.14,26.21,60,20,0.87,-1.12,
03:15:05.889,24.32,25.92,60,20,0.92,-1.11,
03:15:05.960,24.66,27.72,60,20,0.59,-1.1,
03:15:05.978,25.1,29.08,60,20,0.35,-1.1,
03:15:06.006,25.64,30.51,60,20,0.12,-1.1,
03:15:06.026,26.23,31.52,60,20,-0.04,-1.1,
03:15:06.063,26.87,32.62,60,20,-0.2,-1.12,
03:15:06.079,27.52,33.38,60,20,-0.31,-1.14,
03:15:06.174,28.1,33.36,59,20,-0.31,-1.14,
03:15:06.193,28.63,33.34,59,20,-0.3,-1.14,
03:15:06.218,28.82,30.56,59,20,0.03,-1.0,
03:15:06.236,28.78,28.44,59,20,0.32,-0.92,
03:15:06.271,28.6,26.94,59,20,0.58,-0.93,
03:15:06.287,28.33,25.96,59,20,0.76,-0.94,
03:15:06.336,28.07,25.66,59,20,0.84,-0.96,
03:15:06.354,27.83,25.7,59,20,0.87,-1.01,
03:15:06.424,27.62,25.73,59,20,0.91,-1.06,
03:15:06.442,27.43,25.75,59,20,0.93,-1.09,
03:15:06.469,27.22,25.32,59,20,1.04,-1.11,
03:15:06.484,27.0,25.04,59,20,1.11,-1.12,
03:15:06.552,26.79,24.89,59,20,1.15,-1.13,
03:15:06.575,26.59,24.78,59,20,1.18,-1.13,
03:15:06.607,26.41,24.76,59,20,1.19,-1.14,
03:15:06.624,26.24,24.75,59,20,1.19,-1.14,
03:15:06.688,26.03,24.12,59,20,1.35,-1.14,
03:15:06.707,25.8,23.71,59,20,1.45,-1.14,
03:15:06.736,25.61,23.95,59,20,1.41,-1.16,
03:15:06.754,25.5,24.48,59,20,1.27,-1.15,
03:15:06.826,25.46,25.15,59,20,1.12,-1.15,
03:15:06.847,25.48,25.65,59,20,1.01,-1.14,
03:15:06.871,25.79,28.55,59,20,0.5,-1.17,
03:15:06.888,26.2,29.88,59,20,0.29,-1.19,
03:15:06.960,26.61,30.36,59,20,0.21,-1.19,
03:15:06.983,27.02,30.69,59,20,0.16,-1.2,
03:15:07.009,27.17,28.54,59,20,0.51,-1.2,
03:15:07.024,27.17,27.14,59,20,0.76,-1.19,
03:15:07.078,27.14,26.9,59,20,0.81,-1.2,
03:15:07.095,27.1,26.73,59,20,0.84,-1.2,
03:15:07.142,26.98,25.92,59,20,0.97,-1.16,
03:15:07.161,26.82,25.37,59,20,1.06,-1.14,
03:15:07.199,26.87,27.33,60,20,0.68,-1.13,
03:15:07.216,27.07,28.87,60,20,0.41,-1.13,
03:15:07.286,27.36,29.96,60,20,0.23,-1.12,
03:15:07.306,27.7,30.75,60,20,0.1,-1.12,
03:15:07.343,27.89,29.57,60,20,0.28,-1.12,
03:15:07.362,27.97,28.76,60,20,0.42,-1.11,
03:15:07.438,28.02,28.39,60,16,0.49,-1.13,
03:15:07.462,28.03,28.14,60,16,0.54,-1.14,
03:15:07.480,27.95,27.25,60,16,0.7,-1.14,
03:15:07.497,27.83,26.71,60,16,0.8,-1.14,
03:15:07.550,27.66,26.17,60,16,0.9,-1.14,
03:15:07.569,27.47,25.81,60,16,0.97,-1.14,
03:15:07.597,27.27,25.45,60,16,1.02,-1.12,
03:15:07.613,27.07,25.2,60,16,1.06,-1.11,
03:15:07.690,26.87,25.07,60,16,1.09,-1.1,
03:15:07.713,26.68,24.97,60,16,1.1,-1.09,
03:15:07.743,26.69,26.84,60,16,0.72,-1.08,
03:15:07.760,26.85,28.31,60,16,0.46,-1.08,
03:15:07.840,27.12,29.47,60,16,0.28,-1.09,
03:15:07.867,27.43,30.31,60,16,0.15,-1.09,
03:15:07.886,27.61,29.2,60,16,0.32,-1.08,
03:15:07.902,27.67,28.19,60,16,0.48,-1.07,
03:15:07.934,27.66,27.59,60,16,0.57,-1.06,
03:15:07.952,27.67,27.77,60,16,0.53,-1.05,
03:15:08.022,27.67,27.69,60,16,0.54,-1.05,
03:15:08.041,27.67,27.63,60,16,0.55,-1.05,
03:15:08.067,27.93,30.28,60,16,0.11,-1.04,
03:15:08.086,28.27,31.29,60,16,-0.04,-1.05,
03:15:08.170,28.62,31.75,60,16,-0.11,-1.06,
03:15:08.193,28.96,32.07,60,16,-0.15,-1.07,
03:15:08.217,29.28,32.19,60,16,-0.17,-1.07,
03:15:08.234,29.47,31.14,60,16,-0.0,-1.07,
03:15:08.291,29.55,30.28,60,16,0.13,-1.07,
03:15:08.308,29.56,29.68,60,16,0.23,-1.06,
03:15:08.335,29.59,29.85,60,16,0.2,-1.06,
03:15:08.353,29.62,29.87,60,16,0.2,-1.07,
03:15:08.427,29.63,29.74,60,16,0.23,-1.08,
03:15:08.446,29.64,29.66,60,16,0.25,-1.09,
03:15:08.470,29.63,29.57,60,16,0.26,-1.09,
03:15:08.488,29.62,29.5,60,16,0.27,-1.09,
03:15:08.566,29.53,28.8,60,20,0.38,-1.07,
03:15:08.588,29.41,28.31,60,20,0.45,-1.06,
03:15:08.611,29.43,29.59,60,20,0.24,-1.06,
03:15:08.628,29.34,28.5,60,20,0.42,-1.06,
03:15:08.670,29.11,27.03,60,20,0.67,-1.06,
03:15:08.688,29.11,0,60,20,0.83,-1.04,EXPRESSION_EVENT
03:15:08.752,29.11,0,48,20,0.85,-1.02,EXPRESSION_EVENT
03:15:08.785,29.11,0,48,20,0.86,-1.01,EXPRESSION_EVENT
03:15:08.808,29.11,0,48,20,0.66,-1.01,EXPRESSION_EVENT
03:15:08.824,29.11,0,48,20,0.53,-1.01,EXPRESSION_EVENT
03:15:09.939,29.11,0,48,24,0.9,-0.92,EXPRESSION_EVENT
03:15:09.957,29.11,0,48,24,0.94,-0.86,EXPRESSION_EVENT
03:15:10.021,29.11,0,48,24,0.98,-0.8,EXPRESSION_EVENT
03:15:10.039,29.11,0,48,24,1.01,-0.77,EXPRESSION_EVENT
03:15:11.760,29.11,0,72,28,1.02,-0.43,EXPRESSION_EVENT
03:15:14.754,28.2,20.0,54,28,2.11,-0.81,
03:15:14.799,27.22,18.48,54,28,1.94,-0.46,
03:15:14.819,26.36,18.54,54,28,1.76,-0.39,
03:15:14.862,25.6,18.79,54,28,1.65,-0.36,
03:15:14.881,24.95,19.15,54,28,1.58,-0.38,
03:15:14.942,24.43,19.69,54,28,1.46,-0.4,
03:15:14.960,23.99,20.1,54,28,1.38,-0.42,
03:15:15.005,23.57,19.72,54,28,1.55,-0.46,
03:15:15.023,23.27,20.57,54,28,1.42,-0.52,
03:15:15.069,23.1,21.57,54,28,1.26,-0.58,
03:15:15.087,23.02,22.3,54,28,1.14,-0.62,
03:15:15.135,22.96,22.38,54,28,1.25,-0.72,
03:15:15.152,22.9,22.45,54,28,1.32,-0.78,
03:15:15.199,22.81,21.94,54,28,1.45,-0.79,
03:15:15.216,22.69,21.61,54,28,1.54,-0.79,
03:15:15.263,22.48,20.6,54,28,1.74,-0.73,
03:15:15.281,22.23,19.94,54,28,1.88,-0.68,
