Time,Score,TensionZ,AsymZ,DurScore,SuppScore,BPM,BlinkRate,Flags
03:28:01.783,1.42,-2.52,1.74,0.0,0.0,48,24,
03:28:01.800,1.13,-4.52,2.21,0.0,0.0,48,24,
03:28:01.871,0.82,-5.83,2.35,0.0,0.0,48,24,
03:28:01.893,0.51,-6.8,2.46,0.0,0.0,48,24,
03:28:01.914,0.2,-7.37,2.22,0.0,0.0,48,24,
03:28:01.930,-0.09,-7.79,2.04,0.0,0.0,48,24,
03:28:01.974,-0.37,-8.67,2.3,0.0,0.0,48,24,
03:28:01.990,-0.64,-9.33,2.5,0.0,0.0,48,24,
03:28:02.070,-0.84,-8.19,2.19,0.0,0.0,48,24,
03:28:02.090,-0.99,-7.34,1.96,0.0,0.0,48,24,
03:28:02.113,-1.1,-6.92,2.08,0.0,0.0,48,24,
03:28:02.131,-1.18,-6.64,2.14,0.0,0.0,48,24,
03:28:02.183,-1.19,-5.56,3.03,0.0,0.0,48,20,
03:28:02.201,-1.12,-4.66,3.81,0.0,0.0,48,20,
03:28:02.246,-1.03,-3.99,4.38,0.0,0.0,48,20,
03:28:02.264,-0.91,-3.49,4.8,0.0,0.0,48,20,
03:28:02.309,-0.79,-3.42,5.08,0.0,0.0,48,20,
03:28:02.325,-0.68,-3.36,5.28,0.0,0.0,48,20,
03:28:02.373,-0.65,-5.21,5.56,0.0,0.0,48,20,
03:28:02.390,-0.65,-6.4,6.4,0.0,0.0,48,20,
03:28:02.438,-0.65,-7.16,7.18,0.0,0.0,48,20,
03:28:02.456,-0.67,-7.72,7.76,0.0,0.0,48,20,
03:28:02.502,-0.59,-6.93,9.66,0.0,0.0,48,20,
03:28:02.520,-0.43,-6.26,11.8,0.0,0.0,48,20,
03:28:02.583,-0.2,-5.51,13.49,0.0,0.0,48,20,ASYMMETRY +13
03:28:02.602,0.06,-4.94,14.76,0.0,0.0,48,20,ASYMMETRY +14
03:28:02.665,0.41,-2.65,15.61,0.0,0.0,48,20,ASYMMETRY +15
03:28:02.689,0.81,-0.94,16.25,0.0,0.0,54,20,ASYMMETRY +16
03:28:02.717,1.1,-2.83,16.91,0.0,0.0,54,20,ASYMMETRY +16
03:28:02.737,1.23,-6.31,17.62,0.0,0.0,54,20,ASYMMETRY +17
03:28:02.792,1.24,-9.04,18.01,0.0,0.0,54,20,ASYMMETRY +18
03:28:02.810,1.18,-11.08,18.3,0.0,0.0,54,20,ASYMMETRY +18 | POSTURAL SHIFT
03:28:02.839,1.07,-12.53,18.61,0.0,0.0,54,20,ASYMMETRY +18 | POSTURAL SHIFT
03:28:02.857,0.94,-14.12,19.61,0.0,0.0,54,20,ASYMMETRY +19 | POSTURAL SHIFT
03:28:02.903,0.78,-15.75,20.7,0.0,0.0,54,20,ASYMMETRY +20 | POSTURAL SHIFT
03:28:02.921,0.62,-16.96,21.53,0.0,0.0,54,20,ASYMMETRY +21 | POSTURAL SHIFT
03:28:03.005,0.55,-15.98,22.28,0.0,0.0,54,20,ASYMMETRY +22 | POSTURAL SHIFT
03:28:03.022,0.52,-15.24,22.85,0.0,0.0,54,20,ASYMMETRY +22 | POSTURAL SHIFT
03:28:03.048,0.51,-15.9,23.93,0.0,0.0,54,20,ASYMMETRY +23 | NON-DUCHENNE SMILE | POSTURAL SHIFT
03:28:03.068,0.5,-14.84,22.52,0.0,0.0,54,20,ASYMMETRY +22 | POSTURAL SHIFT
03:28:03.134,0.54,-12.84,21.09,0.0,0.0,54,20,ASYMMETRY +21 | POSTURAL SHIFT
03:28:03.155,0.6,-11.35,20.02,0.0,0.0,54,20,ASYMMETRY +20
03:28:03.178,0.62,-10.78,18.24,0.0,0.0,54,20,ASYMMETRY +18 | POSTURAL SHIFT
03:28:03.197,0.57,-11.23,16.53,0.0,0.0,54,20,ASYMMETRY +16 | POSTURAL SHIFT
