Timestamp,Composite_Stress_Score,Optical_BPM,Blink_BPM,AU4_Corrugator_Z_Score,AU23_Orbicularis_Oris_Z_Score,Detected_Anomalies
19:34:20.975,22.68,48,47,-0.55,0.51,COGNITIVE RIGIDITY | ELEVATED BLINK RATE
19:34:21.000,22.41,48,46,-0.6,0.59,COGNITIVE RIGIDITY | ELEVATED BLINK RATE
19:34:21.026,22.09,48,46,-0.46,0.63,COGNITIVE RIGIDITY | ELEVATED BLINK RATE
19:34:21.047,21.74,48,46,-0.37,0.65,COGNITIVE RIGIDITY | ELEVATED BLINK RATE
19:34:21.072,21.43,48,46,-0.46,0.72,COGNITIVE RIGIDITY | ELEVATED BLINK RATE
19:34:21.097,20.17,48,45,-0.44,0.67,COGNITIVE RIGIDITY
19:34:21.128,19.07,52,45,-0.48,0.64,COGNITIVE RIGIDITY
19:34:21.160,18.05,52,45,-0.37,0.61,COGNITIVE RIGIDITY
19:34:21.192,17.05,52,45,-0.24,0.62,COGNITIVE RIGIDITY
19:34:21.223,16.17,52,44,-0.31,0.66,COGNITIVE RIGIDITY
19:34:21.259,15.31,52,44,-0.24,0.73,COGNITIVE RIGIDITY
19:34:21.312,14.48,52,44,-0.19,0.8,COGNITIVE RIGIDITY
19:34:21.351,13.73,52,43,-0.28,0.87,COGNITIVE RIGIDITY
19:34:21.381,13.07,52,43,-0.34,0.91,COGNITIVE RIGIDITY
19:34:21.421,12.43,52,43,-0.24,0.91,COGNITIVE RIGIDITY
19:34:21.455,11.82,52,43,-0.18,0.91,COGNITIVE RIGIDITY
19:34:21.482,11.24,52,42,-0.11,0.91,COGNITIVE RIGIDITY
19:34:21.510,10.78,52,42,-0.12,0.78,COGNITIVE RIGIDITY
19:34:21.532,10.42,52,42,-0.12,0.69,COGNITIVE RIGIDITY
19:34:21.561,10.05,52,42,-0.05,0.7,COGNITIVE RIGIDITY
19:34:21.592,9.69,52,41,-0.02,0.74,COGNITIVE RIGIDITY
19:34:21.626,9.4,52,41,0.05,0.6,COGNITIVE RIGIDITY
19:34:21.659,9.16,49,41,-0.0,0.59,COGNITIVE RIGIDITY
19:34:21.709,8.91,49,41,0.01,0.65,COGNITIVE RIGIDITY
19:34:21.749,8.69,49,40,-0.01,0.67,COGNITIVE RIGIDITY
19:34:21.780,8.5,49,40,-0.03,0.69,COGNITIVE RIGIDITY
19:34:21.831,8.28,49,40,-0.08,0.8,COGNITIVE RIGIDITY
19:34:21.864,8.07,49,40,-0.11,0.88,COGNITIVE RIGIDITY
19:34:21.898,7.83,49,39,-0.01,0.88,COGNITIVE RIGIDITY
19:34:21.930,7.58,49,39,0.06,0.88,COGNITIVE RIGIDITY
19:34:21.958,7.31,49,39,0.13,0.9,COGNITIVE RIGIDITY
19:34:21.984,7.09,49,39,0.05,0.92,COGNITIVE RIGIDITY
19:34:22.009,6.91,49,39,-0.0,0.94,COGNITIVE RIGIDITY
19:34:22.038,6.79,49,38,-0.06,0.93,COGNITIVE RIGIDITY
19:34:22.064,6.66,49,38,-0.02,0.92,COGNITIVE RIGIDITY
19:34:22.104,6.59,49,38,-0.11,0.92,COGNITIVE RIGIDITY
19:34:22.136,6.5,49,38,-0.17,1.02,COGNITIVE RIGIDITY
19:34:22.169,6.42,53,38,-0.17,1.04,COGNITIVE RIGIDITY
19:34:22.200,6.36,53,37,-0.15,0.98,COGNITIVE RIGIDITY
19:34:22.234,6.42,53,37,-0.29,0.89,COGNITIVE RIGIDITY
19:34:22.264,6.51,53,37,-0.37,0.92,COGNITIVE RIGIDITY
19:34:22.296,6.6,53,37,-0.46,0.96,COGNITIVE RIGIDITY
19:34:22.328,6.7,53,37,-0.47,0.95,COGNITIVE RIGIDITY
19:34:22.361,6.77,53,36,-0.44,0.95,COGNITIVE RIGIDITY
19:34:22.393,6.83,53,36,-0.48,1.0,COGNITIVE RIGIDITY
19:34:22.426,6.88,53,36,-0.51,1.05,COGNITIVE RIGIDITY
19:34:22.458,6.94,53,36,-0.45,0.95,COGNITIVE RIGIDITY
19:34:22.511,7.04,53,36,-0.47,0.9,COGNITIVE RIGIDITY
19:34:22.549,7.02,53,35,-0.32,0.95,COGNITIVE RIGIDITY
19:34:22.586,6.95,53,35,-0.19,0.92,COGNITIVE RIGIDITY
19:34:22.618,6.85,53,35,-0.1,0.91,COGNITIVE RIGIDITY
19:34:22.653,6.79,53,35,-0.18,0.92,COGNITIVE RIGIDITY
19:34:22.690,6.76,48,35,-0.23,0.94,COGNITIVE RIGIDITY
19:34:22.725,6.74,48,35,-0.27,0.95,COGNITIVE RIGIDITY
19:34:22.758,6.74,48,34,-0.29,0.95,COGNITIVE RIGIDITY
19:34:22.784,6.72,48,34,-0.28,0.98,COGNITIVE RIGIDITY
19:34:22.808,6.68,48,34,-0.28,1.01,COGNITIVE RIGIDITY
19:34:22.839,6.69,48,34,-0.27,0.92,COGNITIVE RIGIDITY
19:34:22.865,6.7,48,34,-0.26,0.89,COGNITIVE RIGIDITY
19:34:22.910,6.72,48,34,-0.26,0.88,COGNITIVE RIGIDITY
19:34:22.948,6.72,48,33,-0.24,0.91,COGNITIVE RIGIDITY
19:34:22.987,6.7,48,33,-0.23,0.93,COGNITIVE RIGIDITY
19:34:23.024,6.6,48,33,-0.19,1.05,COGNITIVE RIGIDITY
19:34:23.057,6.47,48,33,-0.2,1.14,COGNITIVE RIGIDITY
19:34:23.078,6.33,48,33,-0.21,1.19,COGNITIVE RIGIDITY
19:34:23.112,6.1,48,33,-0.06,1.24,COGNITIVE RIGIDITY
19:34:23.145,5.88,48,33,-0.03,1.25,COGNITIVE RIGIDITY
19:34:23.176,5.67,48,32,-0.01,1.26,COGNITIVE RIGIDITY
19:34:23.214,5.46,48,32,0.04,1.25,COGNITIVE RIGIDITY
19:34:23.244,5.26,48,32,0.07,1.23,COGNITIVE RIGIDITY
19:34:23.278,5.15,48,32,-0.05,1.23,COGNITIVE RIGIDITY
19:34:23.310,5.07,48,32,-0.12,1.24,COGNITIVE RIGIDITY
19:34:23.343,5.0,48,32,-0.31,1.44,COGNITIVE RIGIDITY
19:34:23.376,4.97,48,31,-0.46,1.53,COGNITIVE RIGIDITY
19:34:23.408,4.92,48,31,-0.53,1.63,COGNITIVE RIGIDITY
19:34:23.440,4.73,48,31,-0.39,1.78,COGNITIVE RIGIDITY
19:34:23.468,4.47,48,31,-0.29,1.88,COGNITIVE RIGIDITY
19:34:23.497,4.22,48,31,-0.31,1.9,COGNITIVE RIGIDITY
19:34:23.528,3.98,48,31,-0.27,1.9,COGNITIVE RIGIDITY
19:34:23.560,3.78,48,31,-0.28,1.89,COGNITIVE RIGIDITY
19:34:23.596,3.66,48,31,-0.38,1.85,COGNITIVE RIGIDITY
19:34:23.639,3.64,48,30,-0.49,1.81,COGNITIVE RIGIDITY
19:34:23.665,5.65,48,30,-0.56,1.79,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.704,7.44,48,38,-0.5,1.8,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.738,8.99,48,38,-0.44,1.85,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.769,10.33,48,37,-0.37,1.88,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.811,11.47,48,37,-0.27,1.92,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.869,12.45,48,37,-0.19,1.94,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.931,13.29,48,37,-0.13,1.97,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.961,14.08,48,37,-0.24,2.0,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:23.989,14.89,48,44,-0.43,1.99,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.013,15.76,48,44,-0.73,2.01,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.044,16.69,48,44,-1.02,1.99,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.075,17.61,48,43,-1.15,1.97,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.105,18.48,48,43,-1.16,1.91,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.128,19.28,48,43,-1.17,1.86,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.157,19.94,48,43,-1.08,1.9,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.178,20.49,48,43,-1.01,1.93,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.214,20.97,48,43,-0.99,1.93,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.240,21.34,54,43,-0.87,1.93,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.270,21.61,54,42,-0.76,1.95,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.298,21.84,54,42,-0.73,1.96,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.328,22.06,54,42,-0.77,1.95,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.359,22.3,54,42,-0.83,1.95,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.391,22.5,54,42,-0.81,1.94,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.426,22.69,54,42,-0.83,1.94,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.462,22.89,54,41,-0.9,1.96,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.506,23.12,54,41,-0.98,1.96,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.547,23.33,54,41,-1.01,1.96,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.588,23.53,54,41,-1.03,1.96,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.621,23.78,54,41,-1.14,1.94,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.661,24.06,54,40,-1.17,1.86,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.681,22.35,54,40,-1.2,1.8,COGNITIVE RIGIDITY
19:34:24.712,20.8,54,40,-1.15,1.78,COGNITIVE RIGIDITY
19:34:24.739,19.41,54,40,-1.11,1.74,COGNITIVE RIGIDITY
19:34:24.767,18.06,54,40,-0.9,1.7,COGNITIVE RIGIDITY
19:34:24.794,16.78,54,40,-0.75,1.71,COGNITIVE RIGIDITY
19:34:24.824,15.55,54,40,-0.65,1.74,COGNITIVE RIGIDITY
19:34:24.855,14.41,54,40,-0.59,1.78,COGNITIVE RIGIDITY
19:34:24.928,15.41,54,39,-0.69,1.8,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:24.989,16.34,54,39,-0.76,1.82,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.047,17.13,54,39,-0.68,1.84,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.079,17.92,54,39,-0.82,1.81,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.108,18.69,54,38,-0.92,1.79,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.131,19.36,54,38,-0.88,1.81,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.161,19.92,54,38,-0.83,1.83,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.181,20.4,54,38,-0.79,1.85,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.209,20.78,54,38,-0.69,1.86,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.233,21.07,54,38,-0.61,1.88,FORCED AFFECT (NON-DUCHENNE) | COGNITIVE RIGIDITY
19:34:25.261,19.18,54,38,-0.39,1.95,COGNITIVE RIGIDITY
19:34:25.284,17.38,54,38,-0.23,2.0,COGNITIVE RIGIDITY
19:34:25.311,15.63,54,38,0.05,1.96,COGNITIVE RIGIDITY
19:34:25.343,13.97,54,38,0.32,1.87,COGNITIVE RIGIDITY
19:34:25.372,12.42,54,37,0.54,1.77,COGNITIVE RIGIDITY
19:34:25.403,11.03,54,37,0.62,1.67,COGNITIVE RIGIDITY
19:34:25.435,9.8,54,37,0.67,1.59,COGNITIVE RIGIDITY
19:34:25.467,8.78,54,37,0.59,1.48,COGNITIVE RIGIDITY
19:34:25.498,7.93,54,37,0.53,1.41,COGNITIVE RIGIDITY
19:34:25.529,7.22,54,37,0.49,1.35,COGNITIVE RIGIDITY
19:34:25.561,6.66,54,37,0.44,1.23,COGNITIVE RIGIDITY
19:34:25.593,6.22,54,37,0.4,1.15,COGNITIVE RIGIDITY
19:34:25.625,5.87,54,36,0.37,1.1,COGNITIVE RIGIDITY
19:34:25.660,5.59,54,36,0.31,1.07,COGNITIVE RIGIDITY
19:34:25.712,5.41,54,36,0.2,1.04,COGNITIVE RIGIDITY
19:34:25.750,5.33,54,36,0.08,1.02,COGNITIVE RIGIDITY
19:34:25.784,5.3,54,36,-0.01,1.0,COGNITIVE RIGIDITY
19:34:25.830,5.28,54,36,0.03,0.96,COGNITIVE RIGIDITY
19:34:25.862,5.27,54,36,0.06,0.9,COGNITIVE RIGIDITY
19:34:25.893,5.28,54,35,0.09,0.84,COGNITIVE RIGIDITY
19:34:25.923,5.36,54,35,0.03,0.76,COGNITIVE RIGIDITY
19:34:25.952,5.48,54,35,-0.01,0.7,COGNITIVE RIGIDITY
19:34:25.981,5.63,54,35,-0.06,0.66,COGNITIVE RIGIDITY
19:34:26.013,5.76,54,35,-0.0,0.6,COGNITIVE RIGIDITY
19:34:26.045,5.89,54,35,0.04,0.56,COGNITIVE RIGIDITY
19:34:26.073,6.09,54,35,-0.01,0.43,COGNITIVE RIGIDITY
19:34:26.106,6.45,54,35,-0.08,0.13,COGNITIVE RIGIDITY
19:34:26.134,6.9,54,35,-0.09,-0.09,COGNITIVE RIGIDITY
19:34:26.167,7.36,54,34,-0.08,-0.21,COGNITIVE RIGIDITY
19:34:26.204,7.85,54,34,-0.15,-0.29,COGNITIVE RIGIDITY
19:34:26.242,8.31,54,34,-0.21,-0.29,COGNITIVE RIGIDITY
19:34:26.278,8.75,54,34,-0.25,-0.29,COGNITIVE RIGIDITY
19:34:26.309,9.14,54,34,-0.27,-0.26,COGNITIVE RIGIDITY
19:34:26.348,9.52,54,34,-0.36,-0.22,COGNITIVE RIGIDITY
19:34:26.378,9.87,54,34,-0.42,-0.2,COGNITIVE RIGIDITY
19:34:26.417,10.2,54,34,-0.45,-0.19,COGNITIVE RIGIDITY
19:34:26.446,10.49,54,34,-0.44,-0.17,COGNITIVE RIGIDITY
19:34:26.481,10.76,54,33,-0.46,-0.19,COGNITIVE RIGIDITY
19:34:26.508,10.92,54,33,-0.26,-0.21,COGNITIVE RIGIDITY
19:34:26.539,11.1,54,33,-0.23,-0.32,COGNITIVE RIGIDITY
19:34:26.568,11.29,54,33,-0.23,-0.37,COGNITIVE RIGIDITY
19:34:26.604,11.4,54,33,-0.22,-0.26,COGNITIVE RIGIDITY
19:34:26.647,11.44,54,33,-0.2,-0.16,COGNITIVE RIGIDITY
19:34:26.684,11.44,54,33,-0.19,-0.1,COGNITIVE RIGIDITY
19:34:26.716,11.4,54,33,-0.15,-0.05,COGNITIVE RIGIDITY
19:34:26.747,11.34,54,33,-0.12,-0.05,COGNITIVE RIGIDITY
19:34:26.784,11.32,54,33,-0.13,-0.1,COGNITIVE RIGIDITY
19:34:26.812,11.25,54,32,-0.07,-0.05,COGNITIVE RIGIDITY
19:34:26.849,11.12,54,32,0.05,-0.03,COGNITIVE RIGIDITY
19:34:26.878,10.96,54,32,0.12,-0.02,COGNITIVE RIGIDITY
19:34:26.918,10.71,54,32,0.22,0.1,COGNITIVE RIGIDITY
19:34:26.957,10.42,54,32,0.25,0.19,COGNITIVE RIGIDITY
19:34:26.993,10.11,54,32,0.28,0.25,COGNITIVE RIGIDITY
19:34:27.030,9.89,54,32,0.25,0.18,COGNITIVE RIGIDITY
19:34:27.061,9.8,54,32,0.17,0.03,COGNITIVE RIGIDITY
19:34:27.084,9.78,54,32,0.11,-0.03,COGNITIVE RIGIDITY
19:34:27.105,9.81,54,32,0.07,-0.08,COGNITIVE RIGIDITY
19:34:27.137,9.84,54,31,0.1,-0.13,COGNITIVE RIGIDITY
19:34:27.169,9.85,54,31,0.16,-0.14,COGNITIVE RIGIDITY
19:34:27.198,9.83,54,31,0.2,-0.14,COGNITIVE RIGIDITY
19:34:27.233,9.8,54,31,0.24,-0.13,COGNITIVE RIGIDITY
19:34:27.265,9.65,54,31,0.4,-0.05,COGNITIVE RIGIDITY
19:34:27.305,9.39,54,31,0.56,0.03,COGNITIVE RIGIDITY
19:34:27.337,9.19,54,31,0.56,-0.04,COGNITIVE RIGIDITY
19:34:27.370,9.03,54,31,0.54,-0.07,COGNITIVE RIGIDITY
19:34:27.410,8.83,54,36,0.62,-0.01,COGNITIVE RIGIDITY
19:34:27.479,8.59,54,36,0.67,0.03,COGNITIVE RIGIDITY
19:34:27.509,8.33,54,36,0.73,0.07,COGNITIVE RIGIDITY
19:34:27.540,7.94,54,36,0.77,0.35,COGNITIVE RIGIDITY
19:34:27.562,7.47,54,35,0.8,0.55,COGNITIVE RIGIDITY
19:34:27.588,6.91,54,35,0.85,0.78,COGNITIVE RIGIDITY
19:34:27.610,6.41,54,40,0.7,0.92,COGNITIVE RIGIDITY
19:34:27.631,5.89,54,40,0.67,1.1,COGNITIVE RIGIDITY
19:34:27.658,5.5,54,40,0.33,1.26,COGNITIVE RIGIDITY
19:34:27.710,5.16,54,40,0.13,1.46,COGNITIVE RIGIDITY
19:34:27.759,4.86,54,40,0.07,1.5,COGNITIVE RIGIDITY
19:34:27.794,4.59,54,40,0.03,1.53,COGNITIVE RIGIDITY
19:34:27.837,4.33,54,40,0.17,1.44,COGNITIVE RIGIDITY
19:34:27.880,4.16,53,39,0.04,1.42,COGNITIVE RIGIDITY
19:34:27.912,4.07,53,39,-0.05,1.4,COGNITIVE RIGIDITY
19:34:27.936,4.07,53,39,0.03,1.16,COGNITIVE RIGIDITY
19:34:27.958,4.14,53,39,0.12,0.93,COGNITIVE RIGIDITY
19:34:27.984,4.21,53,39,0.15,0.87,COGNITIVE RIGIDITY
19:34:28.010,4.3,53,39,0.01,0.97,COGNITIVE RIGIDITY
19:34:28.030,4.4,53,39,-0.09,1.04,COGNITIVE RIGIDITY
19:34:28.061,4.6,53,39,-0.2,0.92,COGNITIVE RIGIDITY
19:34:28.114,4.87,53,39,-0.27,0.79,COGNITIVE RIGIDITY
19:34:28.187,5.19,53,39,-0.31,0.7,COGNITIVE RIGIDITY
19:34:28.239,5.59,53,38,-0.52,0.68,COGNITIVE RIGIDITY
19:34:28.262,5.97,53,38,-0.55,0.68,COGNITIVE RIGIDITY
19:34:28.289,6.31,53,38,-0.57,0.69,COGNITIVE RIGIDITY
19:34:28.311,6.63,53,38,-0.47,0.57,COGNITIVE RIGIDITY
19:34:28.331,6.93,53,38,-0.4,0.49,COGNITIVE RIGIDITY
19:34:28.361,7.23,53,38,-0.44,0.46,COGNITIVE RIGIDITY
19:34:28.389,7.52,54,38,-0.47,0.44,COGNITIVE RIGIDITY
19:34:28.418,7.85,54,38,-0.43,0.26,COGNITIVE RIGIDITY
19:34:28.445,8.2,54,38,-0.41,0.13,COGNITIVE RIGIDITY
19:34:28.479,8.86,54,38,-0.44,-0.52,COGNITIVE RIGIDITY
19:34:28.515,9.63,54,37,-0.47,-0.84,COGNITIVE RIGIDITY
19:34:28.547,10.26,54,37,-0.39,-0.78,COGNITIVE RIGIDITY
19:34:28.576,10.85,54,37,-0.19,-1.03,COGNITIVE RIGIDITY
19:34:28.606,11.14,54,37,0.31,-1.07,COGNITIVE RIGIDITY
19:34:28.635,11.28,54,37,0.51,-1.01,COGNITIVE RIGIDITY
19:34:28.669,11.32,54,37,0.51,-0.85,COGNITIVE RIGIDITY
